Opportunity ID,MCC_DESC,Industry_Corrected,Contract Start Date,Purchased Amount,Written Off,Date Written Off,Amount at Write Off
0062X00000zIDn5QAG,JEWELLERY STORES WATCHES CLOCK,Fashion Retail,2019-10-29,12800.0,0,,0.0
0062X00000y1pNIQAY,TELECOMMUNICATION EQUIPMENT,Other Services,2019-04-30,6250.0,0,,0.0
0062X00000y1N4fQAE,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2019-05-03,22378.0,0,,0.0
0062X00000vOqcgQAC,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2018-08-20,30960.0,0,,0.0
0062X00000y3i7PQAQ,FLOOR COVERING STORES,Other Retailer,2019-06-04,8330.0,0,,0.0
0062X00000wdHjPQAU,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2018-12-14,22200.0,0,,0.0
0062X00000vOouxQAC,DRY CLEANERS,Other Services,2018-09-04,3059.0,0,,0.0
0062X00000xYu3LQAS,AUTO RENTALS,Other Services,2019-03-20,2660.0,1,2019-11-01,1968.87
0062X00000xaAfyQAE,REAL ESTATE AGENTS - RENTALS,Other Services,2019-03-29,17550.0,0,,0.0
0062X00000y2OjqQAE,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2019-05-08,29500.0,0,,0.0
0062X00000vY2hOQAS,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2018-07-19,11305.0,0,,0.0
0062X00000zMYX3QAO,INDUSTRIAL SUP-UNCLASS (P.CRD),Other Services,2019-09-05,109000.0,0,,0.0
0062X00000x8dhUQAQ,TAXICABS & LIMOUSINES,Other Services,2019-02-08,1350.0,0,,0.0
0062X00000vQKYuQAO,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2018-09-19,2064.0,0,,0.0
0062X00000z0yBOQAY,BUSINESS SERVICES MISC,Other Retailer,2019-09-13,4050.0,0,,0.0
0062X00000wcuJpQAI,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2018-12-12,12221.0,0,,0.0
0062X00000y1J0MQAU,BARBER & BEAUTY SHOPS,Hair & Beauty,2019-05-03,4588.0,0,,0.0
0062X00000xAtgeQAC,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2019-02-12,16800.0,0,,0.0
0062X00000wGqEyQAK,MENS & WOMENS CLOTHING STORES,Other Retailer,2018-10-18,17400.0,0,,0.0
0062X00000xanJeQAI,FLOOR COVERING STORES,Other Retailer,2019-04-10,40250.0,0,,0.0
0062X00000vOUfQQAW,PET SHOPS PET FOODS & SUPPLIES,Other Retailer,2018-08-13,4690.0,0,,0.0
0062X00000y4SyTQAU,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2019-05-23,6900.0,0,,0.0
0062X00000wJEMdQAO,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2018-11-08,9760.0,0,,0.0
0062X00000y8GhyQAE,APPEREL & ACCESSORY STORES,Other Retailer,2019-06-06,10614.0,0,,0.0
0062X00000xStloQAC,PET SHOPS PET FOODS & SUPPLIES,Other Retailer,2019-04-11,7260.0,0,,0.0
0062X00000xA7UCQA0,BARBER & BEAUTY SHOPS,Other Retailer,2019-02-01,14280.0,0,,0.0
0062X00000y1Ul8QAE,PUBLIC WAREHOUSING,Other Services,2019-05-24,33900.0,0,,0.0
0062X00000wcKtyQAE,DOCTORS-NOT ELSEWHERE CLASS.,Other Services,2018-12-04,3350.0,0,,0.0
0062X00000wdiGpQAI,SPORTING GOODS STORES,Other Retailer,2018-12-19,12495.0,0,,0.0
0062X00000y3KTyQAM,BARBER & BEAUTY SHOPS,Hair & Beauty,2019-05-15,7680.0,0,,0.0
0062X00000y2D9BQAU,PLUMBING/HEAT-EQUIP/SUP(P.CRD0,Trade Contractor,2019-05-08,10370.0,1,2019-06-13,10317.2
0062X00000wcLZLQA2,AUTOMOTIVE SERVICE SHOPS,Car Sales / Garage Services,2018-12-03,3100.0,0,,0.0
0062X00000waesyQAA,WOMENS ACCESSORY & SPECIALITY,Fashion Retail,2018-11-13,1980.0,0,,0.0
0062X00000vYznXQAS,AUTOMOTIVE PARTS ACCESSORIES,Other Services,2018-08-02,14364.0,0,,0.0
0062X00000zJIO3QAO,WOMENS READY TO WEAR STORES,Other Retailer,2019-09-18,16800.0,0,,0.0
0062X00000x8QMRQA2,BARBER & BEAUTY SHOPS,Hair & Beauty,2019-01-17,27500.0,0,,0.0
0062X00000vQJimQAG,GROCERY STORES SUPERMARKETS,Other Services,2018-09-20,1350.0,1,2018-11-09,1233.0
0062X00000x8OAxQAM,HOTELS MOTELS & RESORTS-LODGIN,Hotel / B&B,2019-01-16,29000.0,0,,0.0
0062X00000wIGyXQAW,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2018-10-24,23400.0,0,,0.0
0062X00000vOlYqQAK,BARBER & BEAUTY SHOPS,Hair & Beauty,2018-08-17,2412.0,1,2019-04-09,1005.81
0062X00000vVbWKQA0,BARBER & BEAUTY SHOPS,Other Retailer,2018-07-04,33600.0,0,,0.0
0062X00000vW2xkQAC,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2018-07-05,13300.0,0,,0.0
0062X00000wbc0jQAA,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2018-11-22,9760.0,0,,0.0
0062X00000wHuViQAK,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2018-10-22,16950.0,0,,0.0
0062X00000vOVcHQAW,HRDWARE EQUIP/SUPPLIES(P.CARD),Other Retailer,2018-08-15,3325.0,0,,0.0
0062X00000vPdOJQA0,BARBER & BEAUTY SHOPS,Hair & Beauty,2018-09-07,2560.0,0,,0.0
0062X00000vXshoQAC,FLOOR COVERING STORES,Other Retailer,2018-07-18,6650.0,0,,0.0
0062X00000wFfLpQAK,PET SHOPS PET FOODS & SUPPLIES,Other Services,2018-09-25,1340.0,0,,0.0
0062X00000xA2V1QAK,TRAILER PARKS & CAMP GROUNDS,Hotel / B&B,2019-01-31,9424.0,0,,0.0
0062X00000vOZ1SQAW,RESTAURANTS (EXCEPT EXPRESS),Other Services,2018-08-15,28250.0,0,,0.0
0062X00000xZTP6QAO,GIFT CARD NOVELTY & SOUVENIR,Other Retailer,2019-03-21,5000.0,0,,0.0
0062X00000xXbH4QAK,FLOOR COVERING STORES,Other Retailer,2019-04-11,12060.0,1,2019-06-27,11101.5
0062X00000wIQIQQA4,AUTOMOTIVE SERVICE SHOPS,Car Sales / Garage Services,2018-11-12,10000.0,0,,0.0
0062X00000xAMyJQAW,RESTAURANTS (EXCEPT EXPRESS),Other Services,2019-02-05,24200.0,0,,0.0
0062X00000vYSD8QAO,BUSINESS SERVICES MISC,Other Services,2018-08-23,20100.0,1,2019-02-18,16733.12
0062X00000wHxG7QAK,BARBER & BEAUTY SHOPS,Hair & Beauty,2018-10-19,3654.0,0,,0.0
0062X00000zJx6xQAC,HOTELS MOTELS & RESORTS-LODGIN,Bar / Pub / Restaurant,2019-09-23,16940.0,0,,0.0
0062X00000wbOIiQAM,MEDICAL SERVICES MISC,Healthcare,2018-11-22,4958.0,1,2019-01-17,4476.8
0062X00000vXracQAC,HOBBY TOYS & GAME SHOPS,Other Retailer,2018-07-17,12600.0,0,,0.0
0062X00000x869LQAQ,LUMBER & BUILDING MATERIALS,Other Services,2019-01-10,29000.0,0,,0.0
0062X00000wImmBQAS,MISCELLANEOUS FOOD STORES,Other Retailer,2018-11-12,18450.0,0,,0.0
0062X00000vYbKQQA0,SCHOOLS & EDUCATIONAL SERVICES,Other Services,2018-07-27,22780.0,1,2019-04-09,15194.3
0062X00000vYV5IQAW,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2018-07-31,3990.0,0,,0.0
0062X00000vOkQ9QAK,CLUBS (SPORTS RECREATION),Other Services,2018-08-20,22646.0,0,,0.0
0062X00000vOowjQAC,BARBER & BEAUTY SHOPS,Other Services,2018-08-20,1474.0,1,2018-12-11,505.89
0062X00000vOolHQAS,STAMP & COIN STORES,Other Retailer,2018-08-21,1965.0,0,,0.0
0062X00000vPDrUQAW,EXPRESS PAYMNT SRVCE FAST FOOD,Food / Drink Shop,2018-08-24,1340.0,0,,0.0
0062X00000wdNHqQAM,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2019-01-11,22200.0,0,,0.0
0062X00000x8Y57QAE,BARBER & BEAUTY SHOPS,Hair & Beauty,2019-01-25,5980.0,0,,0.0
0062X00000vXAidQAG,HRDWARE EQUIP/SUPPLIES(P.CARD),Other Services,2018-07-12,26600.0,1,2019-01-18,17856.19
0062X00000vPfT5QAK,AUTOMOTIVE PARTS ACCESSORIES,Other Retailer,2018-09-06,9310.0,0,,0.0
0062X00000vQV60QAG,PET SHOPS PET FOODS & SUPPLIES,Other Services,2018-09-14,1350.0,0,,0.0
0062X00000vWm70QAC,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2018-07-16,23986.0,0,,0.0
0062X00000x92ytQAA,EXPRESS PAYMNT SRVCE FAST FOOD,Food / Drink Shop,2019-01-25,4020.0,0,,0.0
0062X00000wIAcOQAW,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2018-11-16,65400.0,0,,0.0
0062X00000we4teQAA,HOTELS MOTELS & RESORTS-LODGIN,Hotel / B&B,2018-12-31,18150.0,0,,0.0
0062X00000wcDOiQAM,MISCELLANEOUS FOOD STORES,Other Services,2018-11-29,5800.0,0,,0.0
0062X00000x8vQ8QAI,AUTOMOTIVE SERVICE SHOPS,Other Services,2019-01-18,6250.0,0,,0.0
0062X00000vOhhzQAC,MISCELLANEOUS PERSONAL SERVICE,Other Services,2018-08-20,4690.0,0,,0.0
0062X00000wdPrCQAU,HOBBY TOYS & GAME SHOPS,Other Services,2018-12-21,45200.0,0,,0.0
0062X00000x9QagQAE,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2019-01-28,47600.0,0,,0.0
0062X00000wGwK9QAK,FURNITURE HOME FURNISHING,Other Retailer,2018-10-31,110000.0,0,,0.0
0062X00000x9UGfQAM,BUS LINES,Other Services,2019-01-25,14280.0,0,,0.0
0062X00000xA3hrQAC,SPORTING & RECREATIONAL CAMPS,Other Services,2019-02-05,28750.0,0,,0.0
0062X00000vPaXIQA0,MISCELLANEOUS & SPECIALITY RET,Other Retailer,2018-08-31,28815.0,0,,0.0
0062X00000vPlQSQA0,HOBBY TOYS & GAME SHOPS,Other Retailer,2018-09-06,43200.0,0,,0.0
0062X00000vOrsGQAS,WOMENS READY TO WEAR STORES,Other Retailer,2018-08-20,2144.0,0,,0.0
0062X00000wJAQtQAO,BUSINESS SERVICES MISC,Other Services,2018-11-06,10710.0,0,,0.0
0062X00000waVrVQAU,MISCELLANEOUS & SPECIALITY RET,Food / Drink Shop,2018-11-12,14280.0,0,,0.0
0062X00000wb6b0QAA,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2018-11-19,16800.0,0,,0.0
0062X00000wIF3pQAG,MISC PUBLISH/PRINTING (P.CARD),Other Retailer,2018-10-24,6250.0,0,,0.0
0062X00000vYL3aQAG,MENS & WOMENS CLOTHING STORES,Other Retailer,2018-07-24,3350.0,0,,0.0
0062X00000xYgz5QAC,MISCELLANEOUS FOOD STORES,Other Retailer,2019-03-14,3350.0,0,,0.0
0062X00000vXGZBQA4,DRINKING PLACES (ALCOHOLIC),Other Services,2018-07-11,6600.0,0,,0.0
0062X00000xYzilQAC,MENS & WOMENS CLOTHING STORES,Other Retailer,2019-03-19,28250.0,0,,0.0
0062X00000x8yiuQAA,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2019-01-29,7920.0,1,2019-08-14,5844.72
0062X00000wGiSuQAK,EXPRESS PAYMNT SRVCE FAST FOOD,Other Services,2018-10-29,30250.0,0,,0.0
0062X00000zH6MpQAK,MISCELLANEOUS FOOD STORES,Other Retailer,2019-10-07,11400.0,0,,0.0
006w000000plFgbAAE,BARBER & BEAUTY SHOPS,Hair & Beauty,2017-04-25,5360.0,0,,0.0
006w000000pneRLAAY,HOTELS MOTELS & RESORTS-LODGIN,Hotel / B&B,2017-05-18,44400.0,0,,0.0
006w000000oN93hAAC,AUTOMOTIVE SERVICE SHOPS,Car Sales / Garage Services,2017-02-03,22378.0,0,,0.0
006w000000oOeTWAA0,AUTOMOTIVE SERVICE SHOPS,Car Sales / Garage Services,2017-02-15,20100.0,0,,0.0
006w000000pmjMsAAI,FURNITURE HOME FURNISHING,Other Retailer,2017-04-27,26000.0,0,,0.0
006w000000pklBwAAI,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2017-04-05,34800.0,0,,0.0
006w000000poXTWAA2,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2017-05-19,10773.0,0,,0.0
006w000000pmYthAAE,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2017-05-04,36790.0,0,,0.0
006w000000p3le3AAA,OPTICIANS,Healthcare,2017-04-04,25800.0,0,,0.0
006w000000pmpaaAAA,SPORTING GOODS STORES,Other Retailer,2017-05-02,5360.0,0,,0.0
006w000000p37mKAAQ,CHILDRENS & INFANTS WEAR STORE,Other Retailer,2017-03-31,5040.0,0,,0.0
006w000000poC7tAAE,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2017-05-17,32249.0,0,,0.0
006w000000plC2yAAE,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2017-04-12,5280.0,0,,0.0
006w000000p1Q1oAAE,MISCELLANEOUS PERSONAL SERVICE,Other Services,2017-03-03,22400.0,0,,0.0
006w000000oO72WAAS,HOTELS MOTELS & RESORTS-LODGIN,Bar / Pub / Restaurant,2017-03-07,13300.0,0,,0.0
006w000000p2ZZHAA2,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2017-03-13,7980.0,0,,0.0
006w000000p3wyZAAQ,BARBER & BEAUTY SHOPS,Hair & Beauty,2017-05-05,6600.0,0,,0.0
006w000000po6grAAA,NURSERIES LAWN & GARDEN SUPPLY,Other Retailer,2017-05-19,16214.0,0,,0.0
006w000000p2m74AAA,AUTOMOTIVE BODY REPAIR SHOPS,Other Services,2017-03-13,19800.0,0,,0.0
006w000000pmCDOAA2,FLOOR COVERING STORES,Other Retailer,2017-05-05,43600.0,0,,0.0
006w000000oNM11AAG,DRAPERY WINDOWCOVERING & UPHOL,Trade Contractor,2017-02-06,8040.0,0,,0.0
006w000000p37v2AAA,VIDEO GAME ARCADES/ESTABLISHME,Other Services,2017-03-22,13000.0,1,2017-12-13,3060.35
006w000000pnWzaAAE,RESTAURANTS (EXCEPT EXPRESS),Other Services,2017-05-09,23316.0,0,,0.0
006w000000pnVpoAAE,DIRECT MRKTG-CONTINUITY/SUBSCR,Other Services,2017-05-11,27000.0,1,2018-01-24,16830.63
006w000000pnK9gAAE,ART DEALERS & GALLERIES,Other Retailer,2017-05-22,24120.0,0,,0.0
006w000000pod1hAAA,AUTO RENTALS,Other Services,2017-05-22,8040.0,0,,0.0
006w000000pkulmAAA,WOMENS READY TO WEAR STORES,Fashion Retail,2017-04-05,6298.0,0,,0.0
006w000000p1eoCAAQ,FAMILY CLOTHING STORES,Other Retailer,2017-03-01,15340.0,0,,0.0
006w000000pmayCAAQ,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2017-04-26,12635.0,0,,0.0
006w000000pmooCAAQ,HOUSEHOLD APPLIANCE STORES,Trade Contractor,2017-05-02,112000.0,0,,0.0
006w000000p27cdAAA,PROFESSIONAL SERVICES,Other Services,2017-03-07,5950.0,0,,0.0
006w000000pmug0AAA,AUTOMOTIVE SERVICE SHOPS,Car Sales / Garage Services,2017-04-28,9585.0,0,,0.0
006w000000p23XiAAI,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2017-03-22,9890.0,0,,0.0
006w000000p4JmNAAU,BOOK SHOPS,Other Retailer,2017-03-30,13300.0,0,,0.0
006w000000p39lTAAQ,RESTAURANTS (EXCEPT EXPRESS),Other Services,2017-03-30,11800.0,0,,0.0
006w000000pojFSAAY,CAMERA & PHOTOGRAPHIC SUPPLY,Other Retailer,2017-05-22,6432.0,0,,0.0
006w000000p3Yy7AAE,PACKAGE STORES-BEER WINE & LIQ,Food / Drink Shop,2017-03-31,20178.0,0,,0.0
006w000000p3B8xAAE,SPORTING GOODS STORES,Other Services,2017-03-14,7236.0,0,,0.0
006w000000plhVjAAI,PACKAGE STORES-BEER WINE & LIQ,Food / Drink Shop,2017-04-13,10400.0,0,,0.0
006w000000p2hz1AAA,EXPRESS PAYMNT SRVCE FAST FOOD,Bar / Pub / Restaurant,2017-04-04,11088.0,0,,0.0
006w000000pnk2HAAQ,APPEREL & ACCESSORY STORES,Other Retailer,2017-05-09,9576.0,0,,0.0
006w000000oO75GAAS,NURSERIES LAWN & GARDEN SUPPLY,Other Retailer,2017-02-24,54500.0,0,,0.0
006w000000oMc65AAC,ANTIQUE SHOPS-SALES REPAIRS RE,Other Retailer,2017-01-25,15360.0,1,2017-07-06,5225.01
006w000000p2Zf5AAE,FREIGHT LOCAL DELIVERY REMOVAL,Other Retailer,2017-03-15,23744.0,0,,0.0
006w000000poWaWAAU,COMMERCIAL SPORTS,Other Services,2017-05-22,17286.0,0,,0.0
006w000000p1PuYAAU,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2017-02-27,6664.0,1,2018-10-18,2847.16
006w000000p29OTAAY,MISCELLANEOUS & SPECIALITY RET,Other Services,2017-03-08,6700.0,0,,0.0
006w000000pmvmTAAQ,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2017-05-04,8844.0,0,,0.0
006w000000oNZwUAAW,PAINTS/VARNISHES & SUPPLIES(PC,Trade Contractor,2017-02-06,14896.0,1,2017-10-11,5859.4
006w000000p2mxeAAA,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2017-03-20,7140.0,0,,0.0
006w000000pnJBCAA2,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2017-05-22,19350.0,1,2017-10-18,11794.81
006w000000plpNpAAI,LAB/DENT/OPTH-HOSP EQPT/SUP(PC,Healthcare,2017-04-12,14740.0,0,,0.0
006w000000oMVk7AAG,BICYCLE SHOPS-SALES & SERVICE,Other Retailer,2017-01-24,5360.0,0,,0.0
006w000000pn0oEAAQ,BICYCLE SHOPS-SALES & SERVICE,Other Retailer,2017-04-28,8174.0,0,,0.0
006w000000pnYJbAAM,ARTISTS SUPPLY & CRAFT SHOPS,Other Retailer,2017-05-22,5494.0,0,,0.0
0062X00000vPW9IQAW,MISCELLANEOUS FOOD STORES,Healthcare,2018-08-31,1905.0,0,,0.0
0062X00000vQoU2QAK,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2018-09-17,6900.0,0,,0.0
0062X00000vQk6wQAC,COMMERCIAL PHOTOGRAPHY ART,Other Retailer,2018-09-14,7680.0,0,,0.0
0062X00000vQP5gQAG,MISCELLANEOUS FOOD STORES,Other Retailer,2018-09-27,7020.0,0,,0.0
0062X00000vPU8XQAW,EXPRESS PAYMNT SRVCE FAST FOOD,Bar / Pub / Restaurant,2018-08-29,2010.0,0,,0.0
0062X00000y4byyQAA,MISCELLANEOUS FOOD STORES,Food / Drink Shop,2019-05-31,11500.0,0,,0.0
0062X00000ycrG3QAI,MISCELLANEOUS PERSONAL SERVICE,Other Services,2019-06-13,2660.0,0,,0.0
0062X00000yxKPLQA2,EXPRESS PAYMNT SRVCE FAST FOOD,Bar / Pub / Restaurant,2019-07-19,10240.0,0,,0.0
0062X00000yz4HNQAY,DRUG STORES & PHARMACIES,Other Retailer,2019-08-06,28250.0,0,,0.0
0062X00000yzwSzQAI,SWIMMING POOLS SALES-REPAIRS,Other Retailer,2019-08-15,8470.0,0,,0.0
0062X00000wlIb1QAE,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2019-04-05,3630.0,0,,0.0
0062X00000y1ER9QAM,MISCELLANEOUS & SPECIALITY RET,Other Services,2019-04-26,11200.0,0,,0.0
0062X00000xBzgWQAS,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2019-04-29,5895.0,0,,0.0
0062X00000y1CbNQAU,MISCELLANEOUS FOOD STORES,Other Retailer,2019-04-25,9760.0,0,,0.0
0062X00000y1UftQAE,HOUSEHOLD APPLIANCE STORES,Other Retailer,2019-05-01,10800.0,0,,0.0
0062X00000yd5nfQAA,RESTAURANTS (EXCEPT EXPRESS),Bar / Pub / Restaurant,2019-07-08,63156.0,0,,0.0
0062X00000z04ZuQAI,WOMENS READY TO WEAR STORES,Fashion Retail,2019-08-14,7020.0,0,,0.0
0062X00000z036XQAQ,FAMILY CLOTHING STORES,Other Retailer,2019-08-14,2010.0,0,,0.0
0062X00000yxd0fQAA,AUTOMOTIVE SERVICE SHOPS,Car Sales / Garage Services,2019-07-23,6608.0,0,,0.0
0062X00000zIkg5QAC,TRAILER PARKS & CAMP GROUNDS,Hotel / B&B,2019-09-09,3960.0,0,,0.0
0062X00000z0BpuQAE,EXPRESS PAYMNT SRVCE FAST FOOD,Bar / Pub / Restaurant,2019-08-19,23730.0,0,,0.0
0062X00000zm4jIQAQ,BARBER & BEAUTY SHOPS,Hair & Beauty,2019-10-31,3810.0,0,,0.0
0062X00000z1Sb6QAE,CANDY NUT & COMFECTIONERY STRS,Other Retailer,2019-08-28,8687.0,0,,0.0
0062X00000zGr71QAC,TENT & AWNING SHOPS,Other Retailer,2019-10-04,28250.0,0,,0.0
0062X00000yfNAhQAM,SPORTS APPEREL RIDING APPEREL,Other Retailer,2019-07-10,3840.0,0,,0.0
0062X00000yxjrkQAA,SEWING NEEDLEWORK FABRIC GOODS,Other Retailer,2019-07-23,16200.0,0,,0.0
0062X00000ygRwGQAU,BAKERIES,Other Retailer,2019-07-17,3059.0,0,,0.0
0062X00000z0vOGQAY,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2019-08-23,2794.0,0,,0.0
0062X00000yyt3rQAA,MISCELLANEOUS GENERAL MERCHAND,Other Retailer,2019-08-05,79100.0,0,,0.0
006w000000plfaNAAQ,GIFT CARD NOVELTY & SOUVENIR,Other Retailer,2017-04-28,117000.0,0,,0.0
0062X00000yfrGNQAY,EXPRESS PAYMNT SRVCE FAST FOOD,Food / Drink Shop,2019-07-17,1485.0,0,,0.0
0062X00000yfXbOQAU,LAB/DENT/OPTH-HOSP EQPT/SUP(PC,Healthcare,2019-07-19,67200.0,0,,0.0
0062X00000wbNhDQAU,MISC PUBLISH/PRINTING (P.CARD),Other Services,2018-11-20,3240.0,0,,0.0
0062X00000weUgmQAE,GLASS PAINT & WALLPAPER STORES,Other Retailer,2019-01-04,7260.0,0,,0.0
0062X00000x8VE6QAM,HOTELS MOTELS & RESORTS-LODGIN,Other Services,2019-01-14,8820.0,0,,0.0
0062X00000wFX7uQAG,FLORISTS,Other Retailer,2018-09-21,7500.0,0,,0.0
0062X00000x8tisQAA,GLASS PAINT & WALLPAPER STORES,Other Retailer,2019-01-18,18150.0,0,,0.0
0062X00000wdcKtQAI,SPORTING & RECREATIONAL CAMPS,Other Services,2018-12-19,4340.0,0,,0.0
0062X00000waaaPQAQ,SCHOOLS & EDUCATIONAL SERVICES,Other Services,2018-11-14,6650.0,0,,0.0
0062X00000wd5NrQAI,NURSERIES LAWN & GARDEN SUPPLY,Trade Contractor,2018-12-10,18000.0,0,,0.0
0062X00000wddz6QAA,HOTELS MOTELS & RESORTS-LODGIN,Hotel / B&B,2018-12-19,1965.0,0,,0.0
0062X00000wIv6yQAC,COMPUTER SOFTWARE STORES,Other Services,2018-10-31,3960.0,0,,0.0
0062X00000x9au2QAA,FLORISTS,Other Retailer,2019-01-28,3570.0,0,,0.0
0062X00000wbT4FQAU,SPORTING GOODS STORES,Other Retailer,2018-11-28,3240.0,0,,0.0
0062X00000wJRgjQAG,MEDICAL SERVICES MISC,Healthcare,2018-11-15,11500.0,0,,0.0
0062X00000x8pT5QAI,EXPRESS PAYMNT SRVCE FAST FOOD,Car Sales / Garage Services,2019-01-29,13310.0,0,,0.0
0062X00000wdO8GQAU,WIG & TOUPEE STORES,Other Services,2018-12-17,7936.0,0,,0.0
0062X00000x8X3KQAU,BARBER & BEAUTY SHOPS,Hair & Beauty,2019-01-31,6700.0,0,,0.0
0062X00000yzgpZQAQ,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2019-10-04,11700.0,0,,0.0
0062X00000vELXWQA4,EXPRESS PAYMNT SRVCE FAST FOOD,Bar / Pub / Restaurant,2018-06-18,5092.0,0,,0.0
0062X00000vW9HiQAK,HOTELS MOTELS & RESORTS-LODGIN,Other Services,2018-06-21,19350.0,1,2018-08-15,17654.29
0062X00000vDdu5QAC,STATIONERY OFFICE SUP (P.CRD),Other Services,2018-05-31,3618.0,0,,0.0
0062X00000vCgWUQA0,EXPRESS PAYMNT SRVCE FAST FOOD,Bar / Pub / Restaurant,2018-06-06,4690.0,0,,0.0
0062X00000yxkvxQAA,FLORISTS,Other Retailer,2019-07-29,1980.0,0,,0.0
0062X00000vCkWdQAK,RESTAURANTS (EXCEPT EXPRESS),Food / Drink Shop,2018-06-07,3484.0,0,,0.0
0062X00000vVwXHQA0,ARTISTS SUPPLY & CRAFT SHOPS,Other Retailer,2018-06-19,4556.0,0,,0.0
0062X00000ycOSWQA2,MISCELLANEOUS FOOD STORES,Other Services,2019-09-10,8125.0,0,,0.0
0062X00000xA38DQAS,CAR WASHES,Other Services,2019-02-04,6400.0,0,,0.0
0062X00000yczANQAY,BARBER & BEAUTY SHOPS,Hair & Beauty,2019-06-21,4235.0,0,,0.0
0062X00000yd69uQAA,TELECOMMUNICATION EQUIPMENT,Other Retailer,2019-06-21,57000.0,0,,0.0
0062X00000vVNsCQAW,PACKAGE STORES-BEER WINE & LIQ,Food / Drink Shop,2018-06-27,14630.0,0,,0.0
0062X00000vVsyTQAS,DRINKING PLACES (ALCOHOLIC),Bar / Pub / Restaurant,2018-06-21,4620.0,0,,0.0
0062X00000vVbhDQAS,DRINKING PLACES (ALCOHOLIC),Other Retailer,2018-06-18,5320.0,0,,0.0
0062X00000zGoIAQA0,QUICK COPY & REPRODUCTION SERV,Other Services,2019-10-14,5719.0,0,,0.0
0062X00000vBbRuQAK,SPORTING & RECREATIONAL CAMPS,Other Services,2018-06-22,19500.0,0,,0.0
0062X00000wcML5QAM,BARBER & BEAUTY SHOPS,Other Services,2018-12-07,14040.0,0,,0.0
0062X00000wcYluQAE,MANAGEMENT CONSULTING & PUBLIC,Other Services,2018-12-07,11700.0,0,,0.0
0062X00000wFlOKQA0,GIFT CARD NOVELTY & SOUVENIR,Other Services,2018-12-05,8680.0,0,,0.0
0062X00000zJ0QuQAK,OPTICIANS,Healthcare,2019-09-10,28500.0,0,,0.0
0062X00000zJmYLQA0,AUTOMOTIVE PARTS ACCESSORIES,Other Retailer,2019-09-20,9520.0,0,,0.0
0062X00000zJxAzQAK,SPORTING & RECREATIONAL CAMPS,Other Services,2019-09-20,27500.0,0,,0.0
0062X00000zJSNPQA4,HEALTH & BEAUTY SPAS,Hair & Beauty,2019-09-16,7560.0,0,,0.0
0062X00000zInCwQAK,ARCHITECTURAL ENGINEERING,Other Services,2019-09-05,14750.0,0,,0.0
0062X00000vAjZdQAK,STATIONERY OFFICE/SCHOOL STORE,Other Retailer,2018-05-03,11792.0,0,,0.0
0062X00000wHH3EQAW,BARBER & BEAUTY SHOPS,Hair & Beauty,2018-10-11,10980.0,0,,0.0
0062X00000vQWMrQAO,CHILDRENS & INFANTS WEAR STORE,Fashion Retail,2018-09-18,2010.0,0,,0.0
